id,album_title,eng_album_title,album_rd,album_seq,track_title,eng_track_title,lyrics,performed_by,lang,spotify_album_id,spotify_track_duration_ms,spotify_track_id,spotify_track_danceability,spotify_track_energy,spotify_track_key,spotify_track_loudness,spotify_track_mode,spotify_track_speechiness,spotify_track_acousticness,spotify_track_instrumentalness,spotify_track_liveness,spotify_track_valence,spotify_track_tempo,spotify_track_time_signature
BTS-321,proof,proof,2022-06-10,11,DNA,dna,"at first sight, i could recognize you (hmm-mm)
as if we were calling for each other (ooh, ooh-ooh-ooh-ooh)
the dna in my blood vessels tell me (hmm-mm)
that it's you i was looking all over for (ooh, ooh-ooh-ooh-ooh)
our meeting is like a mathematical formula
commandments of religion, providence of the universe
the evidence of destiny given to me
you're the source of my dream, take it, take it
my hand reaching out to you is my chosen fate

don't worry, love
none of this is a coincidence
we're totally different, baby
because we're the two who found our destiny


from the day of the universe's creation and beyond (beyond)
through the infinite centuries and beyond (beyond, beyond, yah)
in the previous life (in the previous life)
maybe the next too (maybe the next too)
we're eternally together


(dna)
none of this is a coincidence
(dna)
because we're the two who found our destiny
(dna)


i want it, this love (this love), i-i want it, real love (real love)
i only focus on you, you steer me a little harder
the dna (dna) of the genesis wants you
this is inevitable, i love us (love us)
we are the only true lovers (lovers)
every time i see her, i freak out
surprisingly, i keep gasping and it's weird, maybe
this is the emotion they call love (oh, yeah)
because from the very beginning, my heart runs to you

don't worry, love
none of this is a coincidence
we're totally different, baby
because we're the two who found our destiny


from the day of the universe's creation and beyond (beyond)
through the infinite centuries and beyond (beyond, beyond, yah)
in the previous life (in the previous life)
maybe the next too (maybe the next too)
we're eternally together


(dna)
none of this is a coincidence
(dna)
because we're the two who found our destiny
(dna)


don't look back
because we're the two who found our destiny
don't regret it, baby
because we're
forever, forever, forever
forever, (forever), we are together

don't worry, love (oh-oh-oh)
none of this is a coincidence
we're totally different, baby
because we're the two who found our destiny


la-la-la-la-la, la-la-la-la-la
because it's not a coincidence, dna
la-la-la-la-la, la-la-la-la-la
because it's not a coincidence, dna",BTS,KOR,6al2VdKbb6FIz9d7lU7WRB,223441.0,2Ygw4CPjg1lg4zxTITYY2V,0.595,0.754,1.0,-4.527,0.0,0.0554,0.0245,0.0,0.0726,0.672,129.951,4.0
BTS-322,proof,proof,2022-06-10,12,FAKE LOVE,fake love,"for you, i could pretend like i was happy when i was sad
for you, i could pretend like i was strong when i was hurt
i wish love was perfect as love itself
i wish all my weaknesses could be hidden
i grew a flower that can't be bloomed in a dream that can't come true


i'm so sick of this fake love, fake love, fake love
i'm so sorry but it's fake love, fake love, fake love

i wanna be a good man, just for you
i gave the world, just for you
i changed everything, just for you
but i don't know me, who are you?
the forest just for us, you weren't there
the route i took, i forgot
i even became quite unsure of who i was
try babbling into the mirror, who the hell are you?


for you, i could pretend like i was happy when i was sad
for you, i could pretend like i was strong when i was hurt
i wish love was perfect as love itself
i wish all my weaknesses could be hidden
i grew a flower that can't be bloomed in a dream that can't come true


love you so bad, love you so bad
mold a pretty lie for you
love it's so mad, love it's so mad
trying to erase myself and make me your doll
love you so bad, love you so bad
mold a pretty lie for you
love it's so mad, love it's so mad
trying to erase myself and make me your doll

i'm so sick of this fake love, fake love, fake love
i'm so sorry but it's fake love, fake love, fake love


why you sad? i don't know. i don't know
smile, say 'i love you'
look at me, even i gave up on myself
even you can't understand me
you say i'm unfamiliar, changed into the one you used to like
you say i'm not myself which you knew well
no? what do you mean no? i'm blind
love? what the heck is love? it's all fake love


woo, i dont know, i dont know, i dont know why
woo, even i, even i don't know myself
woo, i just know, i just know, i just know why
'cause it's all fake love, fake love, fake love


love you so bad, love you so bad
mold a pretty lie for you
love it's so mad, love it's so mad
trying to erase myself and make me your doll
love you so bad, love you so bad
mold a pretty lie for you
love it's so mad, love it's so mad
trying to erase myself and make me your doll

i'm so sick of this fake love, fake love, fake love
i'm so sorry but it's fake love, fake love, fake love


for you, i could pretend like i was happy when i was sad
for you, i could pretend like i was strong when i was hurt
i wish love was perfect as love itself
i wish all my weaknesses could be hidden
i grew a flower that can't be bloomed in a dream that can't come true",BTS,KOR,6al2VdKbb6FIz9d7lU7WRB,242333.0,3YspylwDrs1LuzPONbKmAL,0.522,0.714,2.0,-4.727,0.0,0.0461,0.00257,0.0,0.304,0.357,154.904,4.0
BTS-323,proof,proof,2022-06-10,13,IDOL,idol,"you can call me artist (artist)
you can call me idol (idol)
no matter what you call me
i don't care
i'm proud of it (proud it)
i'm free (free)
no more irony (irony)
cuz i was always just me


they point fingers at me, but i don't care at all
whatever the reason for your criticism is
i know what i am (i know what i am)
i know what i want (i know what i want)
i never gon' change (i never gon' change)
i never gon' trade (trade off)

keep on chit-chatting, saying this and that
i do what i do, so you do you
you can't stop me lovin' myself


eolssu, i like it
you can't stop me lovin' myself
i like the shouts
you can't stop me lovin' myself
oh-oh-owoah (hey)
oh-oh-owoah-owoah
oh-oh-owoah
bam badum bum brrrrumble
ursoo
oh-oh-owoah (hey)
oh-oh-owoah-owoah
oh-oh-owoah
bam badum bum brrrrumble
ursoo


face off, just like john woo, ay
top star with that spotlight, ay
sometimes like a superhero
i'm your anpanman
24 hours isn't enough
can't afford to be confused
i do my thang (i do my thang), i love myself (i love myself)

i love myself, i love my fans
love my dance and my what
there are hundreds of me's inside of me
i'm facing a new me again today
it's all me anyway
so instead of worrying, i'm just gonna run
runnin' man, runnin' man
runnin' man (run!)


keep on chit-chatting, saying this and that
i do what i do, so you do you
you can't stop me lovin' myself


eolssu, i like it
you can't stop me lovin' myself
i like the shouts
you can't stop me lovin' myself
oh-oh-owoah (hey)
oh-oh-owoah-owoah
oh-oh-owoah
bam badum bum brrrrumble
ursoo
oh-oh-owoah (hey)
oh-oh-owoah-owoah
oh-oh-owoah
bam badum bum brrrrumble
ursoo

i'm so fine wherever i go
even if it takes a while sometimes
it's okay, i'm in love with my-my myself
it's okay, i'm happy in this moment


ulssu, i like it
you can't stop me lovin' myself
i like the shouts
you can't stop me lovin' myself
oh-oh-owoah (hey)
oh-oh-owoah-owoah
oh-oh-owoah
bam badum bum brrrrumble
ursoo
oh-oh-owoah
oh-oh-owoah-owoah
oh-oh-owoah
bam badum bum brrrrumble
ursoo",BTS,KOR,6al2VdKbb6FIz9d7lU7WRB,222732.0,0KCvsHmGvW2XcsxEWJvLPr,0.733,0.855,9.0,-3.211,1.0,0.118,0.00481,0.0,0.123,0.42,126.035,4.0
BTS-324,proof,proof,2022-06-10,14,작은 것들을 위한 시 (feat. Halsey) (Boy With Luv (feat. Halsey)),boy with luv (feat. halsey),"(oh-oh-oh-oh-oh)
(oh-oh-oh-oh-oh)
(oh-oh-oh-oh-oh)
(oh-oh-oh-oh-oh)


i'm curious about you, how's your day?
oh, tell me (oh yeah oh yeah, ah yeah ah yeah)
what makes you happy?
oh, text me (oh yeah oh yeah, oh yeah oh yeah)

your every picture
i wanna have under my pillow, oh, oh bae
come be my teacher
teach me everything about you
your one, your two


listen my my baby
i'm flying high up in the sky
(with the two wings that you gave me back then)
now it's so high up here
i want you tuned in to my eyes
yeah, you makin' me a boy with luv


oh my, my, my, (uh) oh my, my, my
i've waited all my life
i want to be with you through everything
oh my, my, my, (yeah) oh my, my, my
looking for something right
okay, now, i kinda get it


(oh-oh-oh-oh-oh)
i want something stronger (i want it)
(oh-oh-oh-oh-oh)
than a moment, than a moment, love
(oh-oh-oh-oh-oh)
i have waited longer
(oh-oh-oh-oh-oh)
for a boy with, for a boy with luv

from the moment i met you, ya, my life was all you, ya
you're the star that turns ordinaries into extraordinaries, oh yeah
one after another ay, ay, everything is special ay, ay
the things you're interested in, the way you walk or talk, and every little trivial habit of yours


(hope world, ay)
everyone says that i used to be so little and now i became a hero (oh no)
i say that something like destiny was never my thing (oh no)
world peace (no way)
a great order (no way)
i just want to keep you safe
(boy with luv)


listen my my baby
i'm flying high up in the sky
(with the two wings that you gave me back then)
now, it's so high up here
i want you tuned in to my eyes
yeah, you makin' me a boy with luv


oh my, my, my, (uh) oh my, my, my
you got me high so fast
i want to be with you through everything
oh my, my, my, oh my, my, my
you got me fly so fast
okay, now, i kinda' get it

(oh-oh-oh-oh-oh)
love is nothing stronger (i want it)
(oh-oh-oh-oh-oh)
(than a boy with) than a boy with luv
(oh-oh-oh-oh-oh)
love is nothing stronger
(oh-oh-oh-oh-oh)
(than a boy with) than a boy with luv


i'll tell you frankly
sometimes i was a little stuck up
elevated sky, expanded halls
sometimes i prayed, let me run away
but your pain is my pain
when i realised that, i vowed to myself (yeah)
with the wings of icarus you gave me (uh)
not towards the sun but towards you
let me fly


oh my, my, my, (uh) oh my, my, my
i've waited all my life (all my life)
i want to be with you through everything
oh my, my, my, (yeah) oh my, my, my (oh, oh)
looking for something right (right)
okay, now, i kinda' get it


(oh-oh-oh-oh-oh)
i want something stronger (i want something stronger, i want it)
(oh-oh-oh-oh-oh)
than a moment, than a moment, love (mo-moment, love)
(oh-oh-oh-oh-oh)
love is nothing stronger (ooh ooh, oh yeah)
(oh-oh-oh-oh-oh)
(than a boy with) than a boy with luv",BTS,KOR,6al2VdKbb6FIz9d7lU7WRB,229773.0,07qrA1FxZpXy383wX3IDEb,0.645,0.862,11.0,-4.761,0.0,0.0845,0.0933,0.0,0.193,0.803,119.947,4.0
BTS-325,proof,proof,2022-06-10,15,ON,on,"i can't understand what people are sayin'
who and what do i need to follow
with each‚äöstep‚äöthen again grows‚äöthe shadow
where is this place i‚äöopen my eyes to
maybe seoul or new york or paris
i‚åüget‚åüup,‚åüunsteady on my‚åüfeet (yeah)


(look) look‚åüat my feet, look down
the shadow resembles me
is it the shadow that's shaking
or is it my feet that are trembling
of course i'm not unafraid
of course it's not all okay
but i know
awkwardly i flow
i fly together with that black wind

(hey, na-na-na) gotta go insane to stay sane
(hey, na-na-na) throw myself whole into both worlds
(hey, na-na-na) can't hold me down 'cause you know i'm a fighter
carried myself into this beautiful prison
find me and i'm gonna live with ya


(eh-oh) bring it, bring the pain, oh yeah
(eh-oh) come on up, bring the pain, oh yeah
rain be pourin', sky keep fallin'
everyday, oh na-na-na
(eh-oh) bring it, bring the pain, oh yeah


bring the pain
it'll become my blood and flesh
bring the pain
no fear, now that i know the way
breathe on the small things
my air and my light in the dark
the power of the things that make me, ""me""
even if i fall, i come right up, scream


even if i fall, i come right up, scream
that's how we've always been
even if my knees drop to the ground
as long as they don't get buried
it's going to be just an ordinary happening
win no matter what
win no matter what
win no matter what
whatever you say, whatever they say
i don't give a uhh
i don't give a uhh
i don't give a uhh, yeah

(hey, na-na-na) gotta go insane to stay sane
(hey, na-na-na) throw myself whole into both worlds
(hey, na-na-na) can't hold me down 'cause you know i'm a fighter
carried myself into this beautiful prison
find me and i'm gonna live with ya


(eh-oh) bring it, bring the pain, on yeah
(eh-oh) come on up, bring the pain, oh yeah
rain be pourin', sky keep fallin'
everyday, oh na-na-na
(eh-oh) bring it, bring the pain, oh yeah


where my pain lies
let me take a breath
my everythin'
my blood and tears
got no fears, i'm singin', oh-oh-woah-oh-oh
oh i'm takin' over
you should know yeah
can't hold me down 'cause you know i'm a fighter
choosing to descend into the dark abyss
find me and i'm gonna bleed with ya

(eh-oh) bring it, bring the pain, on yeah
(eh-oh) come on up, bring the pain, on yeah
rain be pourin', sky keep fallin'
everyday, oh na-na-na
(eh-oh) find me and i'm gonna bleed with ya


(eh-oh) bring it, bring the pain, on yeah
(eh-oh) come on up, bring the pain, oh yeah
all that i know
is just goin' on and on and on and on
(eh-oh) bring it, bring the pain, on yeah",BTS,KOR,6al2VdKbb6FIz9d7lU7WRB,246817.0,0U4hNZFJYNFdEAXZcHbkkc,0.577,0.811,9.0,-5.146,0.0,0.117,0.111,0.0,0.346,0.456,105.966,4.0
BTS-326,proof,proof,2022-06-10,16,Dynamite,dynamite,"cause i, i, i'm in the stars tonight
so watch me bring the fire and set the night alight
shoes on,get up in the morn'
cup of milk, let's rock and roll
king kong kick the drum
rolling on_like_a_rolling stone
sing song when i'm walkin' home
jump up to the top, lebron
ding-dong, call me on my phone
ice tea and a game of ping pong
this is gettin' heavy, can you hear the bass boom? i'm ready (woo-hoo)
life is sweet as honey, yeah, this beat cha-ching like money, huh
disco overload, i'm into that, i'm good to go
i'm diamond, you know i glow up
hey, so let's go
cause i, i, i'm in the stars tonight
so watch me bring the fire and set the night alight (hey)
shinin' through the city with a little funk and soul
so i'ma light it up like dynamite, woah-oh-oh
bring a friend, join the crowd, whoever wanna come along
word up, talk the talk, just move like we off the wall
day or night, the sky's alight, so we dance to the break of dawn (hey)
ladies and gentlemen, i got the medicine so you should keep ya eyes on the ball
huh, this is gettin' heavy, can you hear the bass boom? i'm ready (woo-hoo)
life is sweet as honey, yeah, this beat cha-ching like money, huh
disco overload, i'm into that, i'm good to go
i'm diamond, you know i glow up
let's go
cause i, i, i'm in the stars tonight
so watch me bring the fire and set the night alight (hey)
shinin' through the city with a little funk and soul
so i'ma light it up like dynamite, woah-oh-oh
dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite
dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite
shinin' through the city with a little funk and soul
so i'ma light it up like dynamite, woah-oh-oh
dyn-na-na-na, na-na, na-na, ayy
dyn-na-na-na, na-na, na-na, ayy
dyn-na-na-na, na-na, na-na, ayy
light it up like dynamite
dyn-na-na-na, na-na, na-na, ayy
dyn-na-na-na, na-na, na-na, ayy
dyn-na-na-na, na-na, na-na, ayy
light it up like dynamite
cause i, i, i'm in the stars tonight
so watch me bring the fire and set the night alight
shinin' through the city with a little funk and soul
so i'ma light it up like dynamite
(this is ah) cause i, i, i'm in the stars tonight
so watch me bring the fire and set the night alight (alight, oh)
shinin' through the city with a little funk and soul
so i'ma light (light) it (it) up (up) like (like) dynamite (dynamite), woah-oh-oh
dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite (life is dynamite)
dyn-na-na-na, na-na-na-na-na, na-na-na, life is dynamite (oh)
shinin' through the city with a little funk and soul
so i'ma light it up like dynamite, woah-oh-oh",BTS,ENG,6al2VdKbb6FIz9d7lU7WRB,199293.0,1hIuSG6xV4RDgD8bDVKP7N,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0933,0.737,114.044,4.0
BTS-327,proof,proof,2022-06-10,17,Life Goes On,life goes on,"i remember
i, i, i remember
ah, ah


one day, the world stopped
without any warning
spring didn't know to wait
showed up not even a minute late
streets erased of footprints
i lie here, fallen to the ground
time goes by on its own
without a single apology, yeah

it looks like rain again today
i'm soaked to the bone
still won't stop (hey)
running faster than that cloud of rain
thought that'd be enough
guess i'm only human after all
i'm in a world of pain
this cold the damn world gave to me (woo)
prompts me to press the dust-covered rewind
dancing off-beat lying on the ground
once winter comes, let's exhale
a warmer breath


there's no end in sight
is there a way out?
my feet refuse to move, oh
close your eyes for a moment
hold my hand
to that future, let's run away


like an echo in the forest
the day will come back around
as if nothing happened
yeah, life goes on
like an arrow in the blue sky
another day flying by
on my pillow, on my table
yeah, life goes on
like this again

let me tell you with this song (ayy)
people say the world has changed (no)
mm-mm-mm-mm
but thankfully between you and me
nothing's changed


with the 'annyeong' that we start and finish the day
let us thread tomorrow with today (ooh, ooh, ooh, oh-woah)
stopped for now but don't hide in the shadow
once again daylight will glow


there's no end in sight
is there a way out?
my feet refuse to move, oh
close your eyes for a moment (close it)
hold my hand (hold it)
to that future, let's run away (oh, oh, oh)


like an echo in the forest
the day will come back around
as if nothing happened
yeah, life goes on (oh, woah)
like an arrow in the blue sky
another day flying by (flies by)
on my pillow, on my table
yeah, life goes on
like this again

i remember
i, yeah-yeah-yeah-yeah
i remember
ah-ah, ah-ah
i remember
i, yeah-yeah-yeah-yeah
i remember
ah-ah, ah-ah",BTS,KOR,6al2VdKbb6FIz9d7lU7WRB,208088.0,1VjqXwHU3isibdXLEtXc4q,0.576,0.698,1.0,-6.544,1.0,0.0369,0.00848,0.0,0.367,0.462,81.028,4.0
BTS-328,proof,proof,2022-06-10,18,Butter,butter,"smooth like butter
like a criminal undercover
gon' pop like trouble
breakin' into your heart like that (ooh)
cool shade stunner
yeah, i owe it all to my mother
hot like summer
yeah, i'm makin' you sweat like that
break it down

ooh, when i look in the mirror
i'll melt your heart into two
i got that superstar glow so (ooh)
do the boogie like


side step, right, left to my beat
high like the moon, rock with me, baby
know that i got that heat
let me show you 'cause talk is cheap
side step, right, left to my beat
get it, let it roll


smooth like butter
pull you in like no other
don't need no usher
to remind me you got it bad
ain't no other
that can sweep you up like a robber
straight up, i got ya
makin' you fall like that
break it down


ooh, when i look in the mirror
i'll melt your heart into two
i got that superstar glow so (ooh)
do the boogie like

side step, right, left to my beat
high like the moon, rock with me, baby
know that i got that heat
let me show you 'cause talk is cheap
side step, right, left to my beat
get it, let it roll


get it, let it roll
get it, let it roll


ice on my wrist, i'm the nice guy
got the right body and the right mind
rollin' up to party, got the right vibe
smooth like (butter), hate us (love us)
fresh boy pull up and we lay low
all the playas get movin' when the bass low
got army right behind us when we say so
let's go


side step, right, left to my beat (right, left to my beat)
high like the moon, rock with me, baby
know that i got that heat
let me show you 'cause talk is cheap (you know that talk is cheap)
side step, right, left to my beat
get it, let it roll

smooth like (butter), cool shade (stunner)
and you know we don't stop
hot like (summer), ain't no (bummer)
you be like, oh my god
we gon' make you rock and you say (yeah)
we gon' make you bounce and you say (yeah)
hotter? sweeter! cooler? butter!


get it, let it roll",BTS,ENG,6al2VdKbb6FIz9d7lU7WRB,164952.0,6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.695,109.997,4.0
BTS-329,proof,proof,2022-06-10,19,Yet To Come,yet to come,"was it honestly the best?
'cause i just wanna see the next
diligently passing through
all our yesterdays so beautifully
yeah, the past was honestly the best
but my best is what comes next
i'm not playin', nah for sure
heading towards the day 'till i get winded
you and i, best moment is yet to come
moment is yet to come, yeah

not sure since when
but they say we're the best
full of these unfamiliar names
now they just feel heavy
we just loved music
we're just running forward
promise that we'll keep on comin' back for more


somewhere deep inside your heart
there still lives a young boy
my-y-y-y moment is yet to come
yet to come


uh, do you have a dream, what's at the end of that path?
moment is yet to come, yeah
uh, in the hush of night, we won't stop moving
yet to come
*uh, we gonna touch the sky, 'fore the day we die*
**moment is yet to come, yeah**
*uh, this is only the beginning, the best yet to come*


that uncomfortable title we were given one day
we are still abashed by being called the best
you know, i, i just love music
nothing much has changed from back then
if nothing much has changed, probably
you'll say it's all a lie, yeah
there were a lot of changes but
i'm still the same, a new chapter
every moment is my new best
like i'm thirteen years old again
spittin' bars just like i did back then, huh

still got a lot to learn
my life, got a lot to fulfill
if you're askin' me why
my heart's tellin' you
we ain't about it
the world's expectations
we ain't about it
that step of being the best
we ain't about it
crowns and flowers, countless trophies
we ain't about it
dream and hope, and goin' forward
we so about it
it's back to square one after making one long turn, back to one


somewhere deep inside your heart
there still lives a young boy
my-y-y-y moment is yet to come
yet to come


uh, do you have a dream? what's at the end of that path?
moment is yet to come, yeah
uh, in the hush of night, we won't stop moving
yet to come
*uh, we gonna touch the sky, 'fore the day we die*
**moment is yet to come, yeah**
*uh, this is only the beginning, the best yet to come*

so was it honestly the best? (the best)
'cause i just wanna see the next ('cause i just wanna see the next, yeah)
dazzlingly passing
through the memories (through) so beautifully (beautifully)
yeah, the past was honestly the best (the best)
but my best is what comes next (but my best is what comes next, yeah)
we'll be singin' till the morn
heading towards (towards) the day more like ourselves (like)
you and i, best moment is yet to come",BTS,KOR,6al2VdKbb6FIz9d7lU7WRB,193593.0,10SRMwb9EuVS1K9rYsBfHQ,0.559,0.885,1.0,-4.515,1.0,0.189,0.0432,0.0,0.333,0.683,172.029,4.0
BTS-330,proof,proof,2022-06-10,20,달려라 방탄 (Run BTS),run bts,"yeah, yeah
okay
run, run (oh-oh-oh-oh)
okay, okay, let's go!


nonhyeon, 100m, our place
a call from the company after‚äöschool‚äö(yes, yes)
ah, i'm‚äöcoming right now
please don't send me‚äöhome
(oh) sometimes i dream of that day (dream)
(oh) i shivering and then open my eyes (open my eyes)
i don't wanna go, go back again
let's go, let's go, let's go

for ten years, wait, wait
we from the bottom
i caught you bae, bae
we're a bit fast
we seven mate, mates
look car–µfully, we got us
tell me what you wanna
t–µll me what you wanna, woah
if we live fast, let us die young


not losing our spirit
make it move, left and right
no matter who you are
make it move, left and right
two bare feet are our gasoline, yeah, yeah
let's go, are you ready? yeah, yeah, yeah
*okay, let's go!*


run bulletproof, run, yeah, you gotta run (run, run)
run bulletproof, run, yeah, you gotta run (run, run)
run bulletproof, run, yeah, you gotta run (run, run)
run bulletproof, run

okay, okay, let's go
i was right, in the rain-leaking studio in nonhyeon-dong
opening a bottle of soju and talking about my hardships
if we succeed in the words that we've promised, everybody is dead
the reason behind bangtan's success? i don't know if there's something like that
all of us just run hard
no matter what, we just run
that's the answer, ha-ha-ha


(okay)
comfort, got them (got them)
principles, got them (got them)
good music, got them (got them)
good team? goddamn! (oh, yeah)
you said you hot (you hot)
oh man, you not (you not)
above the one who flies above the one who runs
run bangtan, let's go


for ten years, wait, wait
we from the bottom
i caught you bae, bae
we're a bit fast
we seven mate, mates
look, we got us
tell me what you wanna
tell me what you wanna, woah
if we live fast, let us die young

not losing our spirit
make it move, left and right
no matter who you are
make it move, left and right
two bare feet are our gasoline, yeah, yeah
let's go, are you ready? yeah, yeah, yeah
*let's go!*


run bulletproof, run, yeah, you gotta run (run, run)
run bulletproof, run, yeah, you gotta run (run, run)
run bulletproof, run, yeah, you gotta run (run, run)
run bulletproof, run (run, run)


skrrt
with the ignorant faith
just run, with your two legs
that's how we do it all (ayy, ayy)
that's how we've proved it
the seven runners
with a million dollars (ayyy, ayy)
jiminie, v, hard work
namjoonie, hope, hard work
yoongi hyung, jjin, hard work
jungkookie, everyone so thanks
get ready, get ready, get ready, get ready, get ready, there's more in the future
go get it, go get it, go get it, go get it, run, run
if we live fast, let us die young


not losing our spirit
make it move, left and right
no matter who you are
make it move, left and right
two bare feet are our gasoline, yeah, yeah
let's go, are you ready? yeah, yeah, yeah
yeah
(yeah)


run beautiful, run, yeah you gotta run (run)
run beautiful, run, yeah you gotta run (run)
run beautiful, run, yeah you gotta run (run)
run beautiful, run",BTS,KOR,6al2VdKbb6FIz9d7lU7WRB,204939.0,69xohKu8C1fsflYAiSNbwM,0.724,0.818,8.0,-3.747,1.0,0.168,0.0201,0.0,0.0358,0.696,77.004,4.0
BTS-331,proof,proof,2022-06-10,21,Intro: Persona,intro: persona,"yo


who am i? the question i had my whole life
the question which i probably won't find an answer to my whole life
if i were answerable with a few more words
then god wouldn't have created all these various beauties
how you feel? how're you feeling right now?
actually i'm real good but a little uncomfortable
i'm still not so sure if i'm a dog or a pig or what else
but then other people come out and put the pearl necklace on me
ptui!
i laugh more than i did before
i dreamt of becoming a superhero
now it feels like i really became one
but as it goes on there's so much blabbering
one says, ""run"" another says, ""stop""
this one says, ""look at the forest"" that one says, ""look at the wild flower""

my shadow, i wrote and called it hesitation
it has never hesitated after becoming that
it keeps appearing under the stage or the light
keeps glaring at me scorchingly like a heat wave (oh shit)
hey, have you already forgotten why you even started this
you were just digging it that someone was listening
sometimes everything sounds like freakin' nonsense
you know what comes out of you when you're drunk.. like immaturity


someone like me ain't good enough for music
someone like me ain't good enough for the truth
someone like me ain't good enough for a calling
someone like me ain't good enough to be a muse
the flaws of mine that i know
maybe that's all i've got really
the world is actually not interested in my clumsiness at all
the regrets that i don't even get sick of anymore
i tumble with them every night until i'm disgusted
and twist the irreversible time habitually
there's something that raised me up again every time
the first question
the three syllables of my name and the word 'but' that should come before any of those


so i'm askin' once again yeah
who the hell am i?
tell me all your names baby
do you wanna die?
oh do you wanna go?
do you wanna fly?
where's your soul? where's your dream?
do you think you're alive?

ah, shit
i don't know man
but i know one thing


my name is r
the 'me' that i remember and people know
the 'me' that i created myself to vent out
yeah maybe i have been deceiving myself
maybe i've been lying
but i'm not embarrassed anymore this is the map of my soul
dear myself
you must never lose your temperature
cuz you don't need to be neither warm nor cold
though i might sometimes be hypocritical or pretend to be evil
this is the barometer of my direction i want to keep
the 'me' that i want myself to be
the 'me' that people want me to be
the 'me' that you love
and the 'me' that i create
the 'me' that's smiling
the me that's sometimes in tears
vividly breathing each second and every moment even now


persona
who the hell am i
i just wanna go
i just wanna fly
i just wanna give you all the voices till i die
i just wanna give you all the shoulders when you cry

persona
who the hell am i
i just wanna go
i just wanna fly
i just wanna give you all the voices till i die
i just wanna give you all the shoulders when you cry",RM,KOR,6al2VdKbb6FIz9d7lU7WRB,171023.0,1e45vYKAMljTZUQUotLdq2,0.486,0.871,9.0,-4.475,0.0,0.337,0.0278,0.0,0.313,0.659,85.411,4.0
BTS-332,proof,proof,2022-06-10,22,Stay,stay,"was it a dream?
i think i saw you
when i open my eyes
the room's empty again


i gently cast a spell
my heart beats louder than ever
we're always in this moment
together, wherever, yeah
wherever, yeah

i think it's a blessing to repeat
i don't know what i'm thinking either
can't i be able to see you?
i put my hands together silently
tomorrow doesn't change
like a madman, i keep sayin'
wherever you are
i know you always stay


i tell you with dry lips
stay
where that cloud passed by
stay, stay, stay, stay (always)


yeah, i know you always stay
yeah, i know you always stay
yeah, i know you always stay


for all of
today's brilliance, hey yeah
oh, every night and day
yeah, i know you always stay

i'm thinking of you right now
does it matter
wherever you are?
we connect to 7g
it ain't the end of the world
the present, it shine like a pearl
this is just the beginning
but i'm gonna change you


i gently cast a spell
the star shines brighter than ever
we're always in this moment
wherever you are, i know you always stay


i tell you with firm lips
stay
in the sky where that wind blew
stay, stay, stay, stay (always)


yeah i know you always stay
yeah i know you always stay
yeah i know you always stay

for all of
today's brilliance, hey yeah
oh, every night and day
yeah, i know you always stay


the cold wind blows
i take your hand, i feel your breath
once i close my eyes
we'll always be together",JIN; RM; JUNGKOOK,KOR,6al2VdKbb6FIz9d7lU7WRB,206208.0,5YbEHfUUvXsUsg7qNYXUpP,0.583,0.69,6.0,-5.048,1.0,0.0464,0.114,0.0,0.124,0.35,125.904,4.0
BTS-333,proof,proof,2022-06-10,23,Moon,moon,"how long has the moon
and earth been together like this?
you who shines solely by existing
can‚äöi‚äöstay by your‚äöside?

you are my earth
i'm just a‚äömoon to you
your little star that lights up your heart
you are my earth
and all i see is you
the only thing i can do is to gaze at you like this

though everyone says i'm beautiful
but my sea is all black
a star where flowers bloom and the sky is blue
you are the truly beautiful one


suddenly i wonder
are you also looking at me right now? (oh)
won't you even find out all my painful wounds? (oh)
i'll orbit around you
i'll stay by your side
i'll be your light
all for you


i didn't even have a name
until i met you
you gave me your love
and now have become my reason

you are my earth
i'm just a moon to you
your little star that lights up your heart
you are my earth
and all i see is you
the only thing i can do is to gaze at you like this

in the crescent moon night
even if i close my eyes
you come to me blue
in the full moon night
would it be okay if i open my eyes and contain you in them?


suddenly i wonder
are you also looking at me right now? (oh)
won't you find out all my painful wounds? (oh)
i'll orbit around you
i'll stay by your side
i'll be your light
all for you


even the bright day
and in the dark night
you who stay by my side
even when i'm sad
even when i'm hurt
you simply shine on me

rather than saying any words
rather than thanking you
i'll stay by your side
in the pitch-black night
way more brightly
i'll stay by your side

suddenly i wonder
do you really know yourself? (oh)
do you know how beautiful your existence is? (oh)
i'll orbit around you
i'll stay by your side
i'll be your light
all for you


all for you",JIN,KOR,6al2VdKbb6FIz9d7lU7WRB,208201.0,7xuswKr3R30Cm46LbkOsno,0.704,0.646,6.0,-6.658,1.0,0.0596,0.0104,0.0,0.219,0.64,141.87,4.0
